image_link,group_id,entity_name,entity_value
https://m.media-amazon.com/images/I/7182rBOd+IL.jpg,120569,item_volume,30.0 millilitre
https://m.media-amazon.com/images/I/71hdgL12zzL.jpg,459516,item_volume,100.0 millilitre
https://m.media-amazon.com/images/I/61DH69F2SgL.jpg,881883,depth,2.0 foot
https://m.media-amazon.com/images/I/51J1TlOJnDL.jpg,220662,width,57.0 millimetre
https://m.media-amazon.com/images/I/61fH6K25xWL.jpg,459516,item_volume,50.0 millilitre
https://m.media-amazon.com/images/I/51moWuUMJIL.jpg,277073,width,10.5 centimetre
https://m.media-amazon.com/images/I/71ftwuTciFL.jpg,459516,item_volume,358.0 quart
https://m.media-amazon.com/images/I/61qY+gwSZQL.jpg,252585,item_volume,2000.0 millilitre
https://m.media-amazon.com/images/I/910AU1BbJDL.jpg,120219,maximum_weight_recommendation,42.0 gram
https://m.media-amazon.com/images/I/619S4PYUCKL.jpg,318770,wattage,140.0 watt
https://m.media-amazon.com/images/I/61KctbA4zXL.jpg,611510,maximum_weight_recommendation,150 kilogram
https://m.media-amazon.com/images/I/51F1hT0ueqL.jpg,752266,wattage,54.0 watt
https://m.media-amazon.com/images/I/611cR+OEkgL.jpg,588709,height,13.3 inch
https://m.media-amazon.com/images/I/614CiBpZRCL.jpg,916768,item_volume,1300.0 millilitre
https://m.media-amazon.com/images/I/61+2ezRBf3L.jpg,242256,depth,3.15 inch
https://m.media-amazon.com/images/I/514ldZcPMxL.jpg,299791,item_weight,12.4 gram
https://m.media-amazon.com/images/I/51HbFpec5pL.jpg,351134,height,31.0 centimetre
https://m.media-amazon.com/images/I/81QBq6pzAyL.jpg,120219,maximum_weight_recommendation,40.0 pound
https://m.media-amazon.com/images/I/51V8E6oegnL.jpg,752266,depth,30.0 inch
https://m.media-amazon.com/images/I/51KMUI1PCqL.jpg,752266,height,17.7 inch
https://m.media-amazon.com/images/I/71ZcUIa8ESL.jpg,965518,voltage,110.0 volt
https://m.media-amazon.com/images/I/71xLxTrwQVL.jpg,704724,maximum_weight_recommendation,100 kilogram
https://m.media-amazon.com/images/I/81A7mGrzSwL.jpg,983323,voltage,"[80.0, 240.0] volt"
https://m.media-amazon.com/images/I/51DTB7p3HaL.jpg,462757,maximum_weight_recommendation,100 kilogram
https://m.media-amazon.com/images/I/71MAopPKX6L.jpg,969033,maximum_weight_recommendation,5 kilogram
https://m.media-amazon.com/images/I/810Ipt0RBVL.jpg,524635,item_weight,48.0 gram
https://m.media-amazon.com/images/I/61Itkhs7J+L.jpg,983323,voltage,5.0 volt
https://m.media-amazon.com/images/I/71LpPkOAjtL.jpg,299791,item_weight,3.0 gram
https://m.media-amazon.com/images/I/61EQQMWUNyL.jpg,752266,wattage,10.0 watt
https://m.media-amazon.com/images/I/41lGjqOKYqL.jpg,991868,width,24.0 inch
https://m.media-amazon.com/images/I/61DzNyk6maL.jpg,846116,height,22.6 centimetre
https://m.media-amazon.com/images/I/51VvN2q4vOL.jpg,647208,height,5.8 millimetre
https://m.media-amazon.com/images/I/61ptakaDcnL.jpg,892291,wattage,20.0 watt
https://m.media-amazon.com/images/I/518JCvY5NgL.jpg,483370,height,20.0 centimetre
https://m.media-amazon.com/images/I/71Ukva0bp5L.jpg,563130,item_weight,5.0 gram
https://m.media-amazon.com/images/I/41zgi6NMq2L.jpg,178778,depth,25.0 centimetre
https://m.media-amazon.com/images/I/61bzymf3UWL.jpg,365637,item_weight,170 gram
https://m.media-amazon.com/images/I/71R-Z79Dd4L.jpg,446789,maximum_weight_recommendation,300 kilogram
https://m.media-amazon.com/images/I/41+huiNuznL.jpg,271537,voltage,12.0 volt
https://m.media-amazon.com/images/I/81Hkct20CjL.jpg,179080,voltage,36.0 volt
https://m.media-amazon.com/images/I/61k-mAK5YtL.jpg,801829,maximum_weight_recommendation,300 pound
https://m.media-amazon.com/images/I/51MgOoSZFBL.jpg,681445,width,3.7 inch
https://m.media-amazon.com/images/I/51U84jutkZL.jpg,823083,height,44.0 centimetre
https://m.media-amazon.com/images/I/611+AGMYTfL.jpg,658003,height,1.0 centimetre
https://m.media-amazon.com/images/I/71HOUsPazSL.jpg,416664,wattage,6.0 watt
https://m.media-amazon.com/images/I/610RKd2ggYL.jpg,611510,height,45.0 centimetre
https://m.media-amazon.com/images/I/81j3J-MvUmL.jpg,318770,wattage,100.0 watt
https://m.media-amazon.com/images/I/718JnNNIhEL.jpg,369753,item_volume,3.53 fluid ounce
https://m.media-amazon.com/images/I/71r3VJ7YvyL.jpg,752266,wattage,40.0 watt
https://m.media-amazon.com/images/I/71U6MS-S5yL.jpg,318770,wattage,100.0 watt
https://m.media-amazon.com/images/I/614RIkRKoWL.jpg,695925,width,3.0 inch
https://m.media-amazon.com/images/I/514CnQ-RKUL.jpg,858439,width,2.72 inch
https://m.media-amazon.com/images/I/61Fu38n8sKL.jpg,119607,depth,40.0 centimetre
https://m.media-amazon.com/images/I/81JKsfzcp4L.jpg,120219,maximum_weight_recommendation,18.0 gram
https://m.media-amazon.com/images/I/41yUTIu4KQL.jpg,254449,item_volume,25.0 millilitre
https://m.media-amazon.com/images/I/51gYaIYHQYL.jpg,271537,voltage,"[210.0, 240.0] volt"
https://m.media-amazon.com/images/I/61-8FJkl4HL.jpg,362818,height,7.48 inch
https://m.media-amazon.com/images/I/61+3VsdkdWS.jpg,918474,height,374.0 centimetre
https://m.media-amazon.com/images/I/51H6KU1RbnS.jpg,234571,height,4.0 inch
https://m.media-amazon.com/images/I/61zwF9FJHRL.jpg,752266,wattage,300.0 watt
https://m.media-amazon.com/images/I/71cDCer+HLL.jpg,524635,item_weight,23.0 pound
https://m.media-amazon.com/images/I/81w6VbHaHSL.jpg,884560,item_volume,25.0 litre
https://m.media-amazon.com/images/I/51RAFPrOCLL.jpg,241895,depth,230.0 millimetre
https://m.media-amazon.com/images/I/31Qt0O8ULyL.jpg,308856,item_weight,20.0 kilogram
https://m.media-amazon.com/images/I/513MZMfiE6L.jpg,347320,width,6.0 centimetre
https://m.media-amazon.com/images/I/81c0i0HL-ZL.jpg,957185,item_weight,400.0 gram
https://m.media-amazon.com/images/I/51RCXyXSStL.jpg,931247,depth,178.0 centimetre
https://m.media-amazon.com/images/I/71sZLQURagL.jpg,916768,item_volume,2.5 litre
https://m.media-amazon.com/images/I/617X+TU4EyL.jpg,462757,maximum_weight_recommendation,120 kilogram
https://m.media-amazon.com/images/I/61WILpOny2L.jpg,271537,voltage,"[110.0, 127.0] volt"
https://m.media-amazon.com/images/I/7196Gq1bABL.jpg,318770,wattage,65.0 watt
https://m.media-amazon.com/images/I/61c7bK0qveL.jpg,318770,wattage,240.0 watt
https://m.media-amazon.com/images/I/61nvPvyO7kL.jpg,318770,wattage,100.0 watt
https://m.media-amazon.com/images/I/81Jf3noCTiL.jpg,120219,maximum_weight_recommendation,230.0 milligram
https://m.media-amazon.com/images/I/81sshu-0lOL.jpg,459516,item_volume,2.0 fluid ounce
https://m.media-amazon.com/images/I/51jlK+2SsXL.jpg,311997,height,60.0 inch
https://m.media-amazon.com/images/I/61-cnAJG2uL.jpg,243137,width,130.0 centimetre
https://m.media-amazon.com/images/I/71c64cFaxjL.jpg,369753,item_volume,20.0 millilitre
https://m.media-amazon.com/images/I/51BakaBOsmL.jpg,611510,maximum_weight_recommendation,300.0 pound
https://m.media-amazon.com/images/I/41MEZME1-TL.jpg,214328,depth,155.0 millimetre
https://m.media-amazon.com/images/I/61kHwj5y9VL.jpg,442321,item_weight,70.0 kilogram
https://m.media-amazon.com/images/I/717MzYzyhKL.jpg,130591,item_weight,820.0 gram
https://m.media-amazon.com/images/I/71Q817OZ9SL.jpg,281678,item_volume,250.0 millilitre
https://m.media-amazon.com/images/I/614DTgV0c5L.jpg,974475,depth,15.5 centimetre
https://m.media-amazon.com/images/I/51g3jLlgrDL.jpg,752266,wattage,4.0 watt
https://m.media-amazon.com/images/I/4161b0cqrjL.jpg,318770,wattage,65.0 watt
https://m.media-amazon.com/images/I/51204pipBsL.jpg,120219,maximum_weight_recommendation,5000.0 gram
https://m.media-amazon.com/images/I/51JE2UkQsXL.jpg,120219,maximum_weight_recommendation,113.0 gram
https://m.media-amazon.com/images/I/A1QhrBAqGCL.jpg,752266,wattage,4.0 watt
https://m.media-amazon.com/images/I/51GNEijPAgL.jpg,333059,depth,43.0 centimetre
https://m.media-amazon.com/images/I/61Xi8njzvWL.jpg,179080,voltage,64.0 volt
https://m.media-amazon.com/images/I/611RGdndHXS.jpg,120219,maximum_weight_recommendation,30.0 gram
https://m.media-amazon.com/images/I/51jcOdXZbgL.jpg,142748,width,295.0 centimetre
https://m.media-amazon.com/images/I/71w-RqpCKsL.jpg,916768,item_volume,1.0 litre
https://m.media-amazon.com/images/I/61WyVfI3-oL.jpg,704724,maximum_weight_recommendation,100 kilogram
https://m.media-amazon.com/images/I/51mp3lvI2AS.jpg,550595,height,1.57 inch
https://m.media-amazon.com/images/I/61T1rVqJ3jL.jpg,318770,wattage,48.0 watt
https://m.media-amazon.com/images/I/717OkCVOIKL.jpg,965518,voltage,110.0 volt
https://m.media-amazon.com/images/I/812n4WeAwtL.jpg,801829,maximum_weight_recommendation,350 pound
https://m.media-amazon.com/images/I/61b7oqzXa1L.jpg,801829,maximum_weight_recommendation,100 kilogram
https://m.media-amazon.com/images/I/61d4c0kX8yL.jpg,709627,voltage,3.8 volt
https://m.media-amazon.com/images/I/51OK7soKHSL.jpg,913156,depth,7.47 inch
https://m.media-amazon.com/images/I/51BurLekTxL.jpg,995106,width,25.0 millimetre
https://m.media-amazon.com/images/I/61D4kX9e2cL.jpg,284992,height,30.0 centimetre
https://m.media-amazon.com/images/I/61+pdNrt37L.jpg,932012,width,96.0 centimetre
https://m.media-amazon.com/images/I/71QGgXTrCKL.jpg,318770,wattage,100.0 watt
https://m.media-amazon.com/images/I/61zb1AWZSFL.jpg,186035,voltage,110.0 volt
https://m.media-amazon.com/images/I/61aiENNwmVL.jpg,648011,voltage,"[100.0, 240.0] volt"
https://m.media-amazon.com/images/I/61m87M90VRS.jpg,221399,maximum_weight_recommendation,120 kilogram
https://m.media-amazon.com/images/I/71M97d5yXlL.jpg,254449,item_volume,2.0 fluid ounce
https://m.media-amazon.com/images/I/51bN1g1qVrL.jpg,709627,voltage,11.1 volt
https://m.media-amazon.com/images/I/817Pevv4asL.jpg,308671,item_weight,1160 gram to 1200 gram
https://m.media-amazon.com/images/I/51jN0C1tcbL.jpg,434825,width,19.0 inch
https://m.media-amazon.com/images/I/51xqFJJiPwL.jpg,918186,height,400.0 millimetre
https://m.media-amazon.com/images/I/61DTsbFGR3L.jpg,801829,maximum_weight_recommendation,95 kilogram
https://m.media-amazon.com/images/I/51JuQkKmDhL.jpg,271537,voltage,12.0 volt
https://m.media-amazon.com/images/I/51q9J0qPj3L.jpg,969033,height,22.0 centimetre
https://m.media-amazon.com/images/I/71SLEV7lQwL.jpg,281678,item_volume,8.0 fluid ounce
https://m.media-amazon.com/images/I/71HXgLyl9jL.jpg,801829,maximum_weight_recommendation,440 pound
https://m.media-amazon.com/images/I/4165XyP1ZUS.jpg,861555,width,70.0 millimetre
https://m.media-amazon.com/images/I/51edIzM3CXL.jpg,571756,width,315.0 millimetre
https://m.media-amazon.com/images/I/61Dk0OLFZ+L.jpg,483370,width,6.89 inch
https://m.media-amazon.com/images/I/51EG51kgCcL.jpg,494915,width,3.3 inch
https://m.media-amazon.com/images/I/81JH4nosjHL.jpg,884560,item_weight,100 gram
https://m.media-amazon.com/images/I/51KzdkWwVcS.jpg,130202,depth,17.5 centimetre
https://m.media-amazon.com/images/I/61qlyZcgGEL.jpg,318770,wattage,100.0 watt
https://m.media-amazon.com/images/I/71m7Ui0lbwL.jpg,120219,maximum_weight_recommendation,35.5 ton
https://m.media-amazon.com/images/I/41+2Xkpv9tL.jpg,120219,maximum_weight_recommendation,188.0 gram
https://m.media-amazon.com/images/I/81qHEhSqnnL.jpg,459516,item_volume,2.0 fluid ounce
https://m.media-amazon.com/images/I/51HT7MlCFwL.jpg,752266,width,260.0 millimetre
https://m.media-amazon.com/images/I/61E2X7phjjL.jpg,156839,width,25.0 millimetre
https://m.media-amazon.com/images/I/61-GwWu+mqL.jpg,913156,height,11.0 centimetre
https://m.media-amazon.com/images/I/51F0Kfn4tzL.jpg,995106,depth,25.0 millimetre
https://m.media-amazon.com/images/I/61xdtw6Nh4L.jpg,934747,item_weight,4.2 gram
https://m.media-amazon.com/images/I/61O5coNKgkL.jpg,501250,voltage,12.0 volt
https://m.media-amazon.com/images/I/71v9BRBJ0yL.jpg,648011,voltage,"[220.0, 240.0] volt"
https://m.media-amazon.com/images/I/71t2EdlA2UL.jpg,639090,item_weight,100.0 gram
https://m.media-amazon.com/images/I/61rQGzC-O5L.jpg,416664,wattage,3.0 watt
https://m.media-amazon.com/images/I/51c1lOYJ-GL.jpg,860821,voltage,1.5 volt
https://m.media-amazon.com/images/I/81ytLFF43vL.jpg,369753,item_volume,8.8 fluid ounce
https://m.media-amazon.com/images/I/51AodKLG9jL.jpg,648011,height,0.6 inch
https://m.media-amazon.com/images/I/51scNDBvpKL.jpg,308856,item_weight,10 kilogram
https://m.media-amazon.com/images/I/71qrkY4AJWL.jpg,801829,maximum_weight_recommendation,150 kilogram
https://m.media-amazon.com/images/I/61DiE0K+kiL.jpg,802198,height,9.0 inch
https://m.media-amazon.com/images/I/71kYmkk+2wL.jpg,179080,wattage,250.0 watt
https://m.media-amazon.com/images/I/81LGoq5-FhL.jpg,933453,maximum_weight_recommendation,10 kilogram
https://m.media-amazon.com/images/I/614hDd0dBNL.jpg,810266,height,15.0 centimetre
https://m.media-amazon.com/images/I/81fbJ4vaIYL.jpg,955292,wattage,1080.0 horsepower
https://m.media-amazon.com/images/I/516IX3BRxSS.jpg,836556,height,52.0 millimetre
https://m.media-amazon.com/images/I/81bX8ftQd+L.jpg,916768,item_volume,0.55 litre
https://m.media-amazon.com/images/I/71hrmJJN19L.jpg,801829,maximum_weight_recommendation,350 pound
https://m.media-amazon.com/images/I/712K-LlIDwL.jpg,801829,maximum_weight_recommendation,136 kilogram
https://m.media-amazon.com/images/I/61jIHxWvWSL.jpg,625842,item_volume,4.5 cubic inch
https://m.media-amazon.com/images/I/61CGYO4E+nL.jpg,752266,wattage,100.0 watt
https://m.media-amazon.com/images/I/41IylC0NXzL.jpg,453674,item_weight,0.8 gram
https://m.media-amazon.com/images/I/61TYIXimK7L.jpg,752266,wattage,60.0 watt
https://m.media-amazon.com/images/I/51wSuMUlEkL.jpg,922709,wattage,400.0 watt
https://m.media-amazon.com/images/I/71iI1c7GvhL.jpg,140266,voltage,8.7 volt
https://m.media-amazon.com/images/I/51bDOv9EINL.jpg,231838,depth,12.5 centimetre
https://m.media-amazon.com/images/I/51dpnRai9GL.jpg,963595,height,39.0 millimetre
https://m.media-amazon.com/images/I/512iYUoq7fL.jpg,784538,width,8.0 inch
https://m.media-amazon.com/images/I/719OGxWDHpL.jpg,658003,item_weight,265.0 gram
https://m.media-amazon.com/images/I/41rUBp4hgAL.jpg,675317,depth,31.0 centimetre
https://m.media-amazon.com/images/I/71Er8A0JKsL.jpg,225091,item_volume,5.92 fluid ounce
https://m.media-amazon.com/images/I/6143y24irCL.jpg,884560,item_volume,240.0 millilitre
https://m.media-amazon.com/images/I/51PuOPtKA+L.jpg,131797,depth,6.0 inch
https://m.media-amazon.com/images/I/91Y6MbkP4lL.jpg,884560,item_volume,1.5 litre
https://m.media-amazon.com/images/I/61BJeqVyw+L.jpg,347320,width,3.0 metre
https://m.media-amazon.com/images/I/71YZUNxhFGL.jpg,752266,wattage,8.0 watt
https://m.media-amazon.com/images/I/81i1hVfU89L.jpg,179080,wattage,750.0 watt
https://m.media-amazon.com/images/I/41aJUQ3V1vL.jpg,986984,voltage,5.0 volt
https://m.media-amazon.com/images/I/51BFTjNZfeL.jpg,373557,depth,11.2 centimetre
https://m.media-amazon.com/images/I/4128vQRZF5L.jpg,271537,voltage,12.0 volt
https://m.media-amazon.com/images/I/61jOxlogRdL.jpg,412008,voltage,"[220.0, 240.0] volt"
https://m.media-amazon.com/images/I/41otiIDUKUL.jpg,225251,height,500.0 millimetre
https://m.media-amazon.com/images/I/81VNveewusL.jpg,983323,voltage,4.0 volt
https://m.media-amazon.com/images/I/518iScWUJhL.jpg,130202,depth,7.0 centimetre
https://m.media-amazon.com/images/I/51aVlHTIvpL.jpg,487566,depth,100.0 centimetre
https://m.media-amazon.com/images/I/61A8f89tMnL.jpg,558832,height,25.0 centimetre
https://m.media-amazon.com/images/I/51X+ptInNsL.jpg,521308,height,32.0 inch
https://m.media-amazon.com/images/I/71cVnPCTUyL.jpg,120569,item_volume,16.0 fluid ounce
https://m.media-amazon.com/images/I/61KN5ZIsAZS.jpg,752266,voltage,230.0 volt
https://m.media-amazon.com/images/I/519H3F2uBJL.jpg,174276,height,6.0 centimetre
https://m.media-amazon.com/images/I/71yM+-gJWIL.jpg,641642,voltage,7.0 volt
https://m.media-amazon.com/images/I/61-CFNixmxL.jpg,784538,width,9.8 inch
https://m.media-amazon.com/images/I/71DyTCCUasL.jpg,120219,maximum_weight_recommendation,16.0 kilogram
https://m.media-amazon.com/images/I/41Vtm8-2P2S.jpg,866516,item_weight,16.0 gram
https://m.media-amazon.com/images/I/51lhgBBuJDL.jpg,180410,height,307.0 millimetre
https://m.media-amazon.com/images/I/51+eFvwZQNL.jpg,932289,width,63.0 centimetre
https://m.media-amazon.com/images/I/41Bc8jWI2aL.jpg,823083,height,1.1 inch
https://m.media-amazon.com/images/I/71X-CafhaML.jpg,446789,maximum_weight_recommendation,800 pound
https://m.media-amazon.com/images/I/51rkK3OxK5L.jpg,752266,wattage,6.0 watt
https://m.media-amazon.com/images/I/71rklo1-h7L.jpg,630869,item_weight,20.1 gram
https://m.media-amazon.com/images/I/51kSC4wnkSL.jpg,893692,depth,50.0 centimetre
https://m.media-amazon.com/images/I/71fQJu8uexL.jpg,124643,wattage,11.0 watt
https://m.media-amazon.com/images/I/91lMh0Mz2nL.jpg,459516,item_volume,50.0 millilitre
https://m.media-amazon.com/images/I/51-5XodLaJL.jpg,944936,depth,100.0 millimetre
https://m.media-amazon.com/images/I/618Ns77lR3L.jpg,638301,width,0.9 metre
https://m.media-amazon.com/images/I/81aWb67yLIL.jpg,120569,item_weight,13.2 ounce
https://m.media-amazon.com/images/I/81+mWrf7b+L.jpg,459516,item_volume,4.0 fluid ounce
https://m.media-amazon.com/images/I/717FbBv0VhL.jpg,609802,item_weight,4.8 kilogram
https://m.media-amazon.com/images/I/51l8dYnE1qL.jpg,823083,width,3.75 inch
https://m.media-amazon.com/images/I/51qdXStJK0L.jpg,557758,item_volume,2.0 cubic inch
https://m.media-amazon.com/images/I/41p3hSV4p8L.jpg,752266,wattage,18.0 watt
https://m.media-amazon.com/images/I/81cQfw2KHXS.jpg,156839,maximum_weight_recommendation,20.0 gram
https://m.media-amazon.com/images/I/71EBZ0Xy-2L.jpg,318770,wattage,2160.0 horsepower
https://m.media-amazon.com/images/I/61-whQfD8ZL.jpg,318770,wattage,100.0 watt
https://m.media-amazon.com/images/I/51cET2OwFGL.jpg,933453,height,76.0 centimetre
https://m.media-amazon.com/images/I/61GyR6RWG8L.jpg,752266,voltage,5.0 volt
https://m.media-amazon.com/images/I/51qKe0qpWaL.jpg,441875,depth,10.4 inch
https://m.media-amazon.com/images/I/5114RRQ0CpS.jpg,558806,width,2.36 inch
https://m.media-amazon.com/images/I/611wdvlkwLL.jpg,939129,depth,26.0 centimetre
https://m.media-amazon.com/images/I/41mn5cfhoSL.jpg,369753,item_volume,9.0 millilitre
https://m.media-amazon.com/images/I/51xVMJXeyUL.jpg,318770,wattage,15.0 watt
https://m.media-amazon.com/images/I/816bRSo0hoL.jpg,529606,item_weight,10.0 ounce
https://m.media-amazon.com/images/I/61EbMc53CJL.jpg,969033,maximum_weight_recommendation,15.0 pound
https://m.media-amazon.com/images/I/81eoFP+j-fL.jpg,746096,wattage,42.0 watt
https://m.media-amazon.com/images/I/71QFVrOTxoL.jpg,416664,wattage,50.0 watt
https://m.media-amazon.com/images/I/71Sq852ZVZL.jpg,892291,wattage,3.0 watt
https://m.media-amazon.com/images/I/71FqGc0+I8L.jpg,150913,maximum_weight_recommendation,8.9 kilogram
https://m.media-amazon.com/images/I/71W0ai8lM8L.jpg,120219,maximum_weight_recommendation,100.0 gram
https://m.media-amazon.com/images/I/51wfbLt230L.jpg,516127,depth,5.9 inch
https://m.media-amazon.com/images/I/719CW-qowQL.jpg,752266,voltage,"[110.0, 120.0] volt"
https://m.media-amazon.com/images/I/71hSbO4uS6L.jpg,751532,maximum_weight_recommendation,29.6 kilogram
https://m.media-amazon.com/images/I/61NmiLkJEDS.jpg,752266,wattage,24.0 watt
https://m.media-amazon.com/images/I/71PReVTy5bL.jpg,271537,voltage,120.0 volt
https://m.media-amazon.com/images/I/61cY1l5hqUL.jpg,675317,item_weight,1.8 ounce
https://m.media-amazon.com/images/I/81uOVZCG3nL.jpg,281678,item_volume,230.0 quart
https://m.media-amazon.com/images/I/71xCaO3L8nL.jpg,752266,voltage,15.0 volt
https://m.media-amazon.com/images/I/71lT470CceL.jpg,648011,voltage,12.0 volt
https://m.media-amazon.com/images/I/618uPCeenwL.jpg,171418,maximum_weight_recommendation,20 kilogram
https://m.media-amazon.com/images/I/71dbjX+Yu-L.jpg,969033,maximum_weight_recommendation,30 kilogram
https://m.media-amazon.com/images/I/61wJ0Qu8zrL.jpg,752266,wattage,8.0 watt
https://m.media-amazon.com/images/I/81RS7FFFw3L.jpg,271537,voltage,12.0 volt
https://m.media-amazon.com/images/I/610XAWF3fyL.jpg,462731,depth,14.0 centimetre
https://m.media-amazon.com/images/I/51huZ1UtSZS.jpg,860821,wattage,5.0 watt
https://m.media-amazon.com/images/I/514KcRKHNsS.jpg,180726,height,0.7 centimetre
https://m.media-amazon.com/images/I/51jfpty56dL.jpg,254449,item_volume,100.0 millilitre
https://m.media-amazon.com/images/I/71msdNFLhFL.jpg,120219,maximum_weight_recommendation,250.0 gram
https://m.media-amazon.com/images/I/610oGiKGeQL.jpg,276688,width,5.0 centimetre
https://m.media-amazon.com/images/I/61eZGfXkIqL.jpg,308856,item_weight,20.0 gram
https://m.media-amazon.com/images/I/71B2Ip6JVTL.jpg,318770,wattage,100.0 watt
https://m.media-amazon.com/images/I/71dzfb+-M8L.jpg,120219,maximum_weight_recommendation,3.0 gram
https://m.media-amazon.com/images/I/61rWoavxbJL.jpg,308856,item_weight,100 gram
https://m.media-amazon.com/images/I/71AfgmqDL8L.jpg,120219,maximum_weight_recommendation,7.5 pound
https://m.media-amazon.com/images/I/713L8RdvMnL.jpg,318770,wattage,66.0 watt
https://m.media-amazon.com/images/I/61vbVhN71bL.jpg,281678,item_weight,50.0 gram
https://m.media-amazon.com/images/I/61Z4tmeAciL.jpg,204245,maximum_weight_recommendation,120 kilogram
https://m.media-amazon.com/images/I/8152mMtjfWL.jpg,271537,voltage,110.0 volt
https://m.media-amazon.com/images/I/61iw-0AVaYL.jpg,459516,item_volume,"[2.0, 3.0] millilitre"
https://m.media-amazon.com/images/I/619yfbxLNeL.jpg,955292,wattage,60.0 watt
https://m.media-amazon.com/images/I/51V+fVmUpwL.jpg,826444,height,100.0 millimetre
https://m.media-amazon.com/images/I/61Eb0LtAGCL.jpg,849273,height,10.0 centimetre
https://m.media-amazon.com/images/I/51X7qL-OwdL.jpg,724384,width,10.5 centimetre
https://m.media-amazon.com/images/I/610zpDcBH9L.jpg,745488,width,1.38 inch
https://m.media-amazon.com/images/I/71PAzf7UBwL.jpg,120219,maximum_weight_recommendation,40.0 pound
